page,country,rev_id,population,region,article_quality
Bonaldo Stringher,Italy,733101881,60.29600000000001,EUROPE,Start
Theodorus Marinus Roest van Limburg,Netherlands,733119825,17.467,EUROPE,Stub
Juan José Medina,Paraguay,733120690,7.255,LATIN AMERICA AND THE CARIBBEAN,Stub
Flag of Artigas,Uruguay,733128862,3.531,LATIN AMERICA AND THE CARIBBEAN,Start
Paul de Groot,Netherlands,733158518,17.467,EUROPE,Stub
David Wijnkoop,Netherlands,733158753,17.467,EUROPE,C
Arnold Piggott,Trinidad and Tobago,733212457,1.369,LATIN AMERICA AND THE CARIBBEAN,Stub
Adri van Heteren,Netherlands,733213304,17.467,EUROPE,Stub
Yaryna Turchyn,Ukraine,733222124,41.778,EUROPE,C
Benjamin Rabenorolahy,Madagascar,733259177,27.691,AFRICA,Stub
Walter Köhler,Germany,733262800,83.3,EUROPE,Stub
Luís da Cunha,Portugal,733266868,10.255,EUROPE,Start
Josef Buchner,Austria,733344738,8.914,EUROPE,Stub
Pekka Ahmavaara,Finland,733364334,5.529,EUROPE,Stub
Martin Nadaud,France,733372555,64.94,EUROPE,Stub
Adam Jala,Philippines,733390369,109.581,ASIA,Stub
Vytautas Astrauskas (physician),Lithuania,733425882,2.7939999999999996,EUROPE,Start
Jasim Mohammed Jaafar,Iraq,733441710,39.725,ASIA,Stub
Louis Singer,Canada,733451024,38.19,NORTHERN AMERICA,Start
Paul Speiser,Switzerland,733464779,8.634,EUROPE,Stub
Rosa Meriläinen,Finland,733502902,5.529,EUROPE,Stub
Virgile Rossel,Switzerland,733509439,8.634,EUROPE,Start
Kōzō Sasaki,Japan,733521939,125.96700000000001,ASIA,Stub
Todor Kavaldzhiev,Bulgaria,733523792,6.9270000000000005,EUROPE,Stub
Hugo Rautapää,Finland,733529485,5.529,EUROPE,Stub
Nicholas Nahas,Lebanon,733541272,6.825,ASIA,Start
List of Romanian politicians,Romania,733544685,19.241,EUROPE,Start
Armen Martirosyan (Heritage),Armenia,733554641,2.9560000000000004,ASIA,Start
Jerzy Zdziechowski,Poland,733566746,38.368,EUROPE,Start
Paulo Rocha (politician),Brazil,733585785,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Garibaldi Alves,Brazil,733588006,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Regina Sousa,Brazil,733589803,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Raimundo Lira,Brazil,733592360,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Secretary of the Democrats of the Left,Italy,733597051,60.29600000000001,EUROPE,Stub
Dalirio Beber,Brazil,733605391,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Fátima Bezerra,Brazil,733646947,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Alfred Walton,United Kingdom,733672702,67.16,EUROPE,Start
Jan Olbrycht,Poland,733682143,38.368,EUROPE,Start
Than Aung,Myanmar,733702862,54.70399999999999,ASIA,Stub
Liv Monica Stubholt,Norway,733716093,5.3870000000000005,EUROPE,Stub
Gilbert Temmerman,Belgium,733742096,11.515,EUROPE,Stub
Rafique Haider Khan Leghari,Pakistan,733745286,220.94,ASIA,Start
Céleste Bulkeley,France,733769479,64.94,EUROPE,Stub
Sallustio Bandini,Italy,733787955,60.29600000000001,EUROPE,Stub
Wahid Baksh Bhutto,Pakistan,733798233,220.94,ASIA,Stub
Ataídes Oliveira,Brazil,733812912,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Jacob Sturm von Sturmeck,Germany,733839498,83.3,EUROPE,Start
Ali Dino,Greece,733861197,10.7,EUROPE,Stub
Pál Szinyei Merse,Hungary,733863170,9.767000000000001,EUROPE,Start
Noboru Kousaka,Japan,733872942,125.96700000000001,ASIA,Stub
María del Carmen Mendoza Flores,Mexico,733885110,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
Henry A. Moehlenpah,United States,733895312,329.87800000000004,NORTHERN AMERICA,Start
Philippe Loiseau,France,733897420,64.94,EUROPE,Stub
Ângela Portela,Brazil,733914067,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Jules Roguin,Switzerland,733931731,8.634,EUROPE,Stub
Arnold Otto Aepli,Switzerland,733932577,8.634,EUROPE,Stub
Albert Ammann,Switzerland,733932605,8.634,EUROPE,Stub
Martin Birmann,Switzerland,733932704,8.634,EUROPE,Stub
Othmar Blumer,Switzerland,733932731,8.634,EUROPE,Stub
Alphonse Bory,Switzerland,733932743,8.634,EUROPE,Stub
Charles Friderich,Switzerland,733933120,8.634,EUROPE,Stub
Daniel Wirth,Switzerland,733933147,8.634,EUROPE,Stub
Gottlieb Ziegler,Switzerland,733933162,8.634,EUROPE,Stub
Carl Feer-Herzog,Switzerland,733933184,8.634,EUROPE,Stub
James Fazy,Switzerland,733933194,8.634,EUROPE,Stub
Friedrich Eggli,Switzerland,733933207,8.634,EUROPE,Stub
Johann Jakob Trog,Switzerland,733933288,8.634,EUROPE,Stub
Heinrich Gustav Schoch,Switzerland,733933329,8.634,EUROPE,Stub
Antoine Vessaz,Switzerland,733933369,8.634,EUROPE,Stub
Henri Gaspard de Schaller,Switzerland,733933407,8.634,EUROPE,Stub
Peter Gerber (politician),Switzerland,733933421,8.634,EUROPE,Stub
Henri de Torrenté,Switzerland,733933448,8.634,EUROPE,Stub
Johann Jakob Hohl,Switzerland,733933470,8.634,EUROPE,Stub
Luzius Raschein,Switzerland,733933497,8.634,EUROPE,Stub
Josef Hildebrand (politician),Switzerland,733933517,8.634,EUROPE,Stub
Rinaldo Simen,Switzerland,733933539,8.634,EUROPE,Stub
Aimé Humbert,Switzerland,733933668,8.634,EUROPE,Stub
Adam Herzog,Switzerland,733933683,8.634,EUROPE,Stub
Nicolaus Hermann,Switzerland,733933703,8.634,EUROPE,Stub
Georg Leumann,Switzerland,733933806,8.634,EUROPE,Stub
Alphons Koechlin,Switzerland,733933821,8.634,EUROPE,Stub
Armin Kellersberger,Switzerland,733933846,8.634,EUROPE,Stub
Emil Isler,Switzerland,733933865,8.634,EUROPE,Stub
Wilhelm Vigier,Switzerland,733934068,8.634,EUROPE,Stub
Casimir Pfyffer,Switzerland,733934107,8.634,EUROPE,Stub
Jakob Huldreich Bachmann,Switzerland,733934176,8.634,EUROPE,Stub
Joseph Stockmar,Switzerland,733934199,8.634,EUROPE,Stub
Rudolf Gallati,Switzerland,733934228,8.634,EUROPE,Stub
Arnold Robert,Switzerland,733934781,8.634,EUROPE,Stub
Antonio Riva (politician),Switzerland,733934800,8.634,EUROPE,Stub
Robert Reimann (politician),Switzerland,733935182,8.634,EUROPE,Stub
Karl Reichlin,Switzerland,733935235,8.634,EUROPE,Stub
Albert Scherb,Switzerland,733935298,8.634,EUROPE,Stub
Samuel Schwarz (politician),Switzerland,733935344,8.634,EUROPE,Stub
Abraham Stocker,Switzerland,733935349,8.634,EUROPE,Stub
Adrien Thélin,Switzerland,733935360,8.634,EUROPE,Stub
Robert Grieshaber,Switzerland,733935371,8.634,EUROPE,Stub
Johann Joseph Keel,Switzerland,733935395,8.634,EUROPE,Stub
Hermann Heller (Swiss politician),Switzerland,733935418,8.634,EUROPE,Stub
Clemens Iten,Switzerland,733935456,8.634,EUROPE,Stub
Johann Weber,Switzerland,733935517,8.634,EUROPE,Stub
Adalbert Wirz,Switzerland,733935593,8.634,EUROPE,Stub
Theodor Wirz,Switzerland,733935611,8.634,EUROPE,Stub
Esajas Zweifel,Switzerland,733935636,8.634,EUROPE,Stub
Andreas Rudolf von Planta,Switzerland,733935684,8.634,EUROPE,Stub
Eduard Marti,Switzerland,733935789,8.634,EUROPE,Stub
Erwin Kurz,Switzerland,733935804,8.634,EUROPE,Stub
Jakob Robert Steiger,Switzerland,733935868,8.634,EUROPE,Stub
Johann Matthias Hungerbühler,Switzerland,733935874,8.634,EUROPE,Stub
Jules Martin,Switzerland,733935894,8.634,EUROPE,Stub
Jules Philippin,Switzerland,733935909,8.634,EUROPE,Stub
Simon Kaiser,Switzerland,733935913,8.634,EUROPE,Stub
Henri Morel (Swiss politician),Switzerland,733935981,8.634,EUROPE,Stub
Georges Favon,Switzerland,733935992,8.634,EUROPE,Stub
Karl Zyro,Switzerland,733936004,8.634,EUROPE,Stub
Karl Burckhardt,Switzerland,733936013,8.634,EUROPE,Stub
Arnold Künzli,Switzerland,733936025,8.634,EUROPE,Stub
Rudolf Brunner,Switzerland,733936036,8.634,EUROPE,Stub
Joseph Kuntschen,Switzerland,733936080,8.634,EUROPE,Stub
Carl Spahn,Switzerland,733936085,8.634,EUROPE,Stub
Alphonse Osch,Luxembourg,733952379,632.0,EUROPE,Stub
Afonso Pires Gato,Portugal,733958868,10.255,EUROPE,Stub
Sólveig Pétursdóttir,Iceland,733978362,368.0,EUROPE,Stub
Ugo da Parlascio Ebriaco,Italy,733990419,60.29600000000001,EUROPE,Stub
Dénes Pázmándy (1816–1856),Hungary,734012663,9.767000000000001,EUROPE,Start
Women and government in the Philippines,Philippines,734014018,109.581,ASIA,C
Frederick Sumaye,Tanzania,734019080,59.733999999999995,AFRICA,Stub
Christoph Leitl,Austria,734044720,8.914,EUROPE,Start
A. S. M. Abdur Rab,Bangladesh,734052834,169.80900000000003,ASIA,Stub
Mohammed Shakir (Iraqi politician),Iraq,734073607,39.725,ASIA,Stub
Oleg Riabokon,Ukraine,734087567,41.778,EUROPE,Start
Abdihamid Sheikh Abdisalam Isse,Somalia,734103219,15.892999999999999,AFRICA,Stub
Simon Kun Puoch,South Sudan,734111306,11.194,AFRICA,Stub
Mohammed Ragab Ahmad,Egypt,734122106,100.803,AFRICA,Stub
Ahmed Mohammed (Yemeni politician),Yemen,734122187,29.826,ASIA,Stub
Lydia De Pauw,Belgium,734125673,11.515,EUROPE,Stub
Alexander Ryazanov,Russia,734130086,146.733,EUROPE,Stub
Jeylani Nur Ikar,Somalia,734136488,15.892999999999999,AFRICA,Stub
José Adriano Pequito Rebelo,Portugal,734136897,10.255,EUROPE,Start
Rupert Scholz,Germany,734138330,83.3,EUROPE,Stub
António Luís Gomes,Portugal,734178880,10.255,EUROPE,Stub
Frank Mdlalose,South Africa,734215262,59.628,AFRICA,Start
Napoléon Joseph Ney,France,734221994,64.94,EUROPE,Stub
Michael Refalo,Malta,734260518,522.0,EUROPE,Start
Wesley Momo Johnson,Liberia,734313660,5.058,AFRICA,Stub
Imre Horváth,Hungary,734323562,9.767000000000001,EUROPE,Stub
Florencio del Castillo,Costa Rica,734344899,5.111000000000001,LATIN AMERICA AND THE CARIBBEAN,Start
Jalmar Castrén,Finland,734346024,5.529,EUROPE,Stub
Roberto Muniz (politician),Brazil,734351971,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Wilder Morais,Brazil,734353865,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Interior Minister of the Palestinian National Authority,Palestinian Territory,734366909,5.008,ASIA,B
Hilarión Daza,Bolivia,734367264,11.633,LATIN AMERICA AND THE CARIBBEAN,Start
Claude Alphonse Delangle,France,734367676,64.94,EUROPE,Start
Joseph Nyiegele Pacifo,South Sudan,734368338,11.194,AFRICA,Stub
Pierre Sockat,Gabon,734390021,2.231,AFRICA,Stub
Hamad bin Jabor bin Jassim Al Thani,Qatar,734393180,2.839,ASIA,Start
Thakin Mya,Myanmar,734399076,54.70399999999999,ASIA,Stub
Ba Win,Myanmar,734399979,54.70399999999999,ASIA,Stub
Tõnis Kint,Estonia,734419378,1.331,EUROPE,Start
Alberto Massavanhane,Mozambique,734427682,31.166,AFRICA,Start
Pierre Mellina,Luxembourg,734437805,632.0,EUROPE,Stub
Iida Vemmelpuu,Finland,734474605,5.529,EUROPE,Stub
Edward Whelan (Canadian politician),Canada,734484063,38.19,NORTHERN AMERICA,Start
Sao Hkun Hkio,Myanmar,734484672,54.70399999999999,ASIA,Start
Sao San Tun,Myanmar,734484792,54.70399999999999,ASIA,Stub
Hermann Wittich,Germany,734485661,83.3,EUROPE,Stub
Hugo Adriaensens,Belgium,734486299,11.515,EUROPE,Stub
Thein Pe Myint,Myanmar,734498999,54.70399999999999,ASIA,Start
Wilhelm Alexander Thesleff,Finland,734511726,5.529,EUROPE,Start
Nikki Coseteng,Philippines,734521419,109.581,ASIA,Start
John Kostuck,United States,734527671,329.87800000000004,NORTHERN AMERICA,Start
Rasim Musabayov,Azerbaijan,734540809,10.107999999999999,ASIA,Stub
Pietro Moscati,Italy,734550538,60.29600000000001,EUROPE,Start
Mahmoud El Materi,Tunisia,734611180,11.895999999999999,AFRICA,Start
"Vasco Fernandes Coutinho, lord of Couto",Portugal,734619908,10.255,EUROPE,Stub
Estevão Martins de Leomil,Portugal,734620074,10.255,EUROPE,Stub
Egas Garcia da Fonseca,Portugal,734620501,10.255,EUROPE,Stub
Thozamile Botha,South Africa,734640011,59.628,AFRICA,Stub
Sao Saimong,Myanmar,734648115,54.70399999999999,ASIA,Start
Sadykh bey Aghabeyov,Azerbaijan,734662009,10.107999999999999,ASIA,Start
Shikhali Gurbanov,Azerbaijan,734672773,10.107999999999999,ASIA,Stub
Gustave Hervé,France,734692582,64.94,EUROPE,Start
Zygmunt Marek,Poland,734695596,38.368,EUROPE,Start
Jose Antonio Veloso,Philippines,734746670,109.581,ASIA,Stub
Jane Censoria Cajes–Yap,Philippines,734747650,109.581,ASIA,C
Li Weihan,China,734756202,1402.385,ASIA,Stub
Đồng Sĩ Nguyên,Vietnam,734768346,96.209,ASIA,Start
Lajos Fodor,Hungary,734768903,9.767000000000001,EUROPE,Start
Elemér Gergátz,Hungary,734771077,9.767000000000001,EUROPE,Stub
Wilfred McDonald,Canada,734799659,38.19,NORTHERN AMERICA,Start
Huang Xiaojing,China,734801573,1402.385,ASIA,Stub
Hamdan bin Mohammed Al Nahyan,United Arab Emirates,734813884,9.777999999999999,ASIA,Stub
John G. King (politician),United States,734832431,329.87800000000004,NORTHERN AMERICA,Stub
Lisa Shoman,Belize,734840879,419.0,LATIN AMERICA AND THE CARIBBEAN,Start
Li Yan (Wu),China,734847782,1402.385,ASIA,B
Francis James Newton,Botswana,734858030,2.3169999999999997,AFRICA,C
Jules Ellenberger,Botswana,734858064,2.3169999999999997,AFRICA,Start
Marshall Campbell,South Africa,734865369,59.628,AFRICA,Start
Tatsuo Ozawa,Japan,734883244,125.96700000000001,ASIA,Stub
Filipp Vigel,Russia,734883389,146.733,EUROPE,Stub
Louis de Frotté,France,734899773,64.94,EUROPE,Start
Otto Alencar,Brazil,734936505,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Armando Monteiro,Brazil,734962885,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
José Reguffe,Brazil,734969465,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Ángela Bachiller,Spain,734972535,47.635,EUROPE,Start
Natalia Galibarenko,Ukraine,734983230,41.778,EUROPE,Start
Victor Anomah Ngu,Cameroon,734986554,26.598000000000003,AFRICA,Start
Ali Said Raygal,Somalia,734999538,15.892999999999999,AFRICA,Stub
Ivan Hrynokh,Ukraine,735021957,41.778,EUROPE,Start
Mathias Bonsach Krogh,Norway,735024132,5.3870000000000005,EUROPE,Start
Ludwig August Mellin,Estonia,735030447,1.331,EUROPE,Start
Nemesio Prudente,Philippines,735031292,109.581,ASIA,Stub
Jean Poldo d'Albenas,France,735045160,64.94,EUROPE,Stub
Haavard Langseth,Norway,735048979,5.3870000000000005,EUROPE,Stub
Nayabtigungu Congo Kaboré,Burkina Faso,735089772,20.903000000000002,AFRICA,Stub
Ramon Durano VI,Philippines,735092037,109.581,ASIA,Stub
Lawrence Sampofu,Namibia,735098018,2.541,AFRICA,Stub
Thomas Goppel,Germany,735099306,83.3,EUROPE,Stub
Isaak Kreisberg,Ukraine,735110194,41.778,EUROPE,Stub
Mikko Ampuja,Finland,735147671,5.529,EUROPE,Stub
Jan Parys,Poland,735157673,38.368,EUROPE,Stub
Samane Viyaket,Laos,735167828,7.242000000000001,ASIA,Stub
Karel Domin,Czech Republic,735174171,10.716,EUROPE,Start
John Mwakangale,Tanzania,735190518,59.733999999999995,AFRICA,Start
John Joseph Power,Australia,735206432,25.754,OCEANIA,Stub
Lorenzo Celsi,Italy,735232646,60.29600000000001,EUROPE,Stub
Shakeel Shabbir,Kenya,735263515,53.528,AFRICA,Stub
Christian Rantzau,Denmark,735281835,5.829,EUROPE,Stub
Wang Kai (Former Shu),China,735296216,1402.385,ASIA,B
Samuel Ong,Philippines,735296668,109.581,ASIA,Stub
Teresita S. Lazaro,Philippines,735302807,109.581,ASIA,Start
Øyvor Hansson,Norway,735309208,5.3870000000000005,EUROPE,Stub
Jaakko Loukko,Finland,735312705,5.529,EUROPE,Stub
Xu Zhixun (elder),China,735314204,1402.385,ASIA,B
Atanasio Aguirre,Uruguay,735315829,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
Marta Obminska,Sweden,735331334,10.377,EUROPE,Stub
Moosa Moolla,South Africa,735358159,59.628,AFRICA,Stub
Fritz Bock,Austria,735363795,8.914,EUROPE,Stub
Abdulla Edriss Ebrahim,Libya,735370690,6.891,AFRICA,Stub
Ludwig Pfyffer,Switzerland,735395347,8.634,EUROPE,Start
List of governors of Islamic Egypt,Egypt,735405745,100.803,AFRICA,B
Ásbjörn Óttarsson,Iceland,735430979,368.0,EUROPE,Stub
Vilhjálmur Þórmundur Vilhjálmsson,Iceland,735431246,368.0,EUROPE,Stub
Sun Jiagu,China,735458574,1402.385,ASIA,Stub
Malek Ashraf,Iran,735467818,84.15,ASIA,Start
Jorge Larrañaga,Uruguay,735473671,3.531,LATIN AMERICA AND THE CARIBBEAN,Start
José Alfonso Cavada,Chile,735479862,19.47,LATIN AMERICA AND THE CARIBBEAN,Stub
Pedro Koechlin von Stein,Peru,735485616,32.824,LATIN AMERICA AND THE CARIBBEAN,Stub
"List of candidates in the Zimbabwean parliamentary election, 2013",Zimbabwe,735498335,14.863,AFRICA,Start
Arūnas Eigirdas,Lithuania,735505579,2.7939999999999996,EUROPE,Stub
Chuop Hell,Cambodia,735512767,15.497,ASIA,Stub
Sven-Erik Bucht,Sweden,735517975,10.377,EUROPE,Stub
Muhammad Naji al-Otari,Syria,735537313,19.398,ASIA,Start
Conrad von Reventlow,Denmark,735541155,5.829,EUROPE,Start
Mateo Cañellas,Spain,735550015,47.635,EUROPE,Stub
Emidio Massi,Italy,735557367,60.29600000000001,EUROPE,Stub
Michael Papadjanian,Armenia,735558886,2.9560000000000004,ASIA,Stub
Karl Selter,Estonia,735559600,1.331,EUROPE,Start
Alfred Midgley,Australia,735563698,25.754,OCEANIA,Stub
Waldemar Dubaniowski,Poland,735571651,38.368,EUROPE,Start
Voldemārs Zāmuēls,Latvia,735584426,1.902,EUROPE,Stub
Pēteris Juraševskis,Latvia,735584460,1.902,EUROPE,Stub
Miķelis Valters,Latvia,735585390,1.902,EUROPE,Stub
Kārlis Reinholds Zariņš,Latvia,735585403,1.902,EUROPE,Stub
Peeter Võsu,Estonia,735585902,1.331,EUROPE,Stub
Kan'ichi Oda,Japan,735589001,125.96700000000001,ASIA,Stub
Gyula Kautz,Hungary,735593321,9.767000000000001,EUROPE,Start
Agathon Meurman,Finland,735599407,5.529,EUROPE,Stub
Karol Kniaziewicz,Poland,735635914,38.368,EUROPE,Start
Felister Aloyce Bura,Tanzania,735636657,59.733999999999995,AFRICA,Stub
Georgi Kyoseivanov,Bulgaria,735641603,6.9270000000000005,EUROPE,Start
Luis Antonio Hierro López,Uruguay,735643919,3.531,LATIN AMERICA AND THE CARIBBEAN,Start
Thomas Brennan (Irish Land League),Ireland,735652951,5.003,EUROPE,Start
Manuel Camus,Philippines,735659923,109.581,ASIA,Stub
Daniel Estrada (politician),Peru,735667491,32.824,LATIN AMERICA AND THE CARIBBEAN,Stub
Henk Hoekstra,Netherlands,735704373,17.467,EUROPE,Stub
Benjamin Constant (Brazil),Brazil,735717385,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
José Martiniano Pereira de Alencar,Brazil,735718266,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
"Leonel Martiniano de Alencar, Baron of Alencar",Brazil,735718282,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Kevin Parsons Sr.,Canada,735721150,38.19,NORTHERN AMERICA,Stub
Bibi Titi Mohammed,Tanzania,735737567,59.733999999999995,AFRICA,Start
Sufi Abu Taleb,Egypt,735739446,100.803,AFRICA,C
Esteban Urquizu,Bolivia,735740012,11.633,LATIN AMERICA AND THE CARIBBEAN,Stub
Zhang Xiaolan,China,735745665,1402.385,ASIA,Start
Lídice da Mata,Brazil,735747133,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Lúcia Vânia Abrão Costa,Brazil,735747161,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Maggy Nagel,Luxembourg,735747956,632.0,EUROPE,Stub
Mags Murray,Ireland,735747967,5.003,EUROPE,Stub
Rose de Freitas,Brazil,735758729,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Anatoly Mkrtchyan,Armenia,735758791,2.9560000000000004,ASIA,Stub
José Santos Lira Calvo,Chile,735781216,19.47,LATIN AMERICA AND THE CARIBBEAN,Start
Sargis Manasyan,Armenia,735785445,2.9560000000000004,ASIA,Stub
Hugh Twomey,Canada,735809835,38.19,NORTHERN AMERICA,Start
Amos Masondo,South Africa,735819609,59.628,AFRICA,Start
Tadashi Maeda (politician),Japan,735821582,125.96700000000001,ASIA,Stub
Rufat Aslanli,Azerbaijan,735822434,10.107999999999999,ASIA,Start
Ida Gaskin,New Zealand,735829981,4.987,OCEANIA,Start
Ben-Zion Sternberg,Israel,735842341,9.216000000000001,ASIA,Start
Bhishmaraj Angdembe,Nepal,735844325,29.996,ASIA,Stub
Siniša Školneković,Croatia,735870768,4.02,EUROPE,Stub
Artashes Geghamyan,Armenia,735880423,2.9560000000000004,ASIA,Start
Vahagn Khachatryan,Armenia,735880464,2.9560000000000004,ASIA,Stub
Robert Nazaryan,Armenia,735880649,2.9560000000000004,ASIA,Stub
Frances Henrietta Stewart,United Kingdom,735889570,67.16,EUROPE,Start
Eduardo Dibós Chappuis,Peru,735916878,32.824,LATIN AMERICA AND THE CARIBBEAN,Stub
Saad Bin Tefla,Kuwait,735943264,4.691,ASIA,Stub
Jens Christian Folkman Schaanning,Norway,735956005,5.3870000000000005,EUROPE,Stub
Kenneth Thindwa,Malawi,735974904,19.13,AFRICA,Stub
Rashid Abdullah Al Nuaimi,United Arab Emirates,735977392,9.777999999999999,ASIA,Start
Rosa Posada,Spain,735981338,47.635,EUROPE,Stub
Pierre-Anselm Garrau,France,736023539,64.94,EUROPE,Stub
João Batista Oliveira de Araujo,Brazil,736028395,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Edmilson Rodrigues,Brazil,736028451,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Kong Korm,Cambodia,736093077,15.497,ASIA,Stub
Mohamed Djaanfari,Comoros,736136225,0.87,AFRICA,Stub
Hamid Beik Frangieh,Lebanon,736203356,6.825,ASIA,Start
María Lilja Þrastardóttir,Iceland,736209713,368.0,EUROPE,Stub
Herbert Duffus,Jamaica,736216284,2.8089999999999997,LATIN AMERICA AND THE CARIBBEAN,Stub
Jassim bin Hamad bin Abdullah Al Thani,Qatar,736240090,2.839,ASIA,Stub
Charles Edward Herbert,Australia,736241073,25.754,OCEANIA,Stub
Joe Robert Pemagbi,Sierra Leone,736242308,7.977,AFRICA,Stub
Makoto Taniguchi,Japan,736253259,125.96700000000001,ASIA,Stub
Ideler Tonelli,Argentina,736270418,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Yabezi Kiiza,Uganda,736273855,45.74100000000001,AFRICA,Stub
Blažo Jovanović,Montenegro,736289819,622.0,EUROPE,Stub
Sopubek Begaliev,Russia,736296295,146.733,EUROPE,Start
Daud Abdulle Hirsi,Somalia,736315339,15.892999999999999,AFRICA,Start
Lalsawia,India,736324000,1400.1,ASIA,Stub
Anton D. Strouf,United States,736331711,329.87800000000004,NORTHERN AMERICA,Stub
Askar Aitmatov,Kyrgyzstan,736354462,6.593999999999999,ASIA,Stub
Abd Dhiyab al-Ajili,Iraq,736396940,39.725,ASIA,Stub
Júlio Fogaça,Portugal,736444392,10.255,EUROPE,Stub
Bob Miller (Australian politician),Australia,736450802,25.754,OCEANIA,Stub
Eskil Magnusson,Sweden,736455810,10.377,EUROPE,Stub
Manuel Cipriano Dulanto,Peru,736459032,32.824,LATIN AMERICA AND THE CARIBBEAN,Stub
Otto Bohl,Germany,736473764,83.3,EUROPE,Stub
JB Magsaysay,Philippines,736486058,109.581,ASIA,Start
Gregory Rusland,Suriname,736491923,605.0,LATIN AMERICA AND THE CARIBBEAN,Stub
Luís Marques Guedes,Portugal,736497820,10.255,EUROPE,Stub
Jorge Roberto Silveira,Brazil,736507227,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Max Rosenmann,Brazil,736507632,211.812,LATIN AMERICA AND THE CARIBBEAN,Stub
Ali Barraud,Burkina Faso,736529222,20.903000000000002,AFRICA,Stub
